polar and equatorial radii for Uranus's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
the models in this file assume the composite wind profile from Sromovsky et al. (2015, Icarus 258) Table 6.
the distribution of models in this file comes from randomly drawing the near-equatorial occultation radius from a Gaussian with standard deviation equal to 5 km.
index         r_pol_km          r_eq_km
  447   24974.55686426   25561.72234555
  448   24963.80327442   25550.22556206
  449   24971.95422858   25558.94012854
  450   24958.05214933   25544.07769676
  451   24972.83590458   25559.88266140
  452   24970.32606925   25557.19907117
  453   24976.45125237   25563.74804016
  454   24967.59043601   25554.27471890
  455   24967.96194798   25554.67141838
  456   24960.77017310   25546.98336417
  457   24970.96271003   25557.88003954
  458   24966.68580929   25553.30736982
  459   24979.68777719   25567.20873464
  460   24974.73870555   25561.91732011
  461   24973.67717949   25560.78248650
  462   24969.94668604   25556.79362108
  463   24972.12711830   25559.12494169
  464   24967.22995548   25553.88916229
  465   24976.14652005   25563.42236174
  466   24965.84100453   25552.40431055
  467   24969.08794277   25555.87607618
  468   24971.60300937   25558.56498628
  469   24968.29307140   25555.02555594
  470   24963.82596718   25550.25002922
  471   24968.08563498   25554.80396960
  472   24966.40868117   25553.01099480
  473   24966.14673860   25552.73105694
  474   24972.23476351   25559.23985360
  475   24972.51437860   25559.53902768
  476   24970.85993674   25557.77018037
  477   24966.35007600   25552.94837498
  478   24971.55387792   25558.51208356
  479   24969.54246381   25556.36176415
  480   24968.96712543   25555.74626115
  481   24964.34218931   25550.80177971
  482   24970.71924071   25557.61948854
  483   24973.08029931   25560.14408967
  484   24967.63587477   25554.32313062
  485   24966.23835362   25552.82928791
  486   24968.11263160   25554.83272193
  487   24972.72442394   25559.76356321
  488   24974.28466889   25561.43136665
  489   24971.77797603   25558.75165418
  490   24971.02876287   25557.95050349
  491   24969.23352491   25556.03102481
  492   24973.94299087   25561.06617787
  493   24962.75405682   25549.10420724
  494   24963.92033167   25550.35071485
  495   24972.22534713   25559.22971883
  496   24980.64365120   25568.23035788
  497   24973.19884728   25560.27063246
  498   24956.34731655   25542.25530518
  499   24964.79977225   25551.29091760
  500   24977.96303527   25565.36419654
  501   24970.69621988   25557.59503309
  502   24973.67891885   25560.78440269
  503   24970.81370773   25557.72068330
  504   24969.57943860   25556.40107566
  505   24974.12949843   25561.26567547
  506   24969.41564678   25556.22578256
  507   24961.09654324   25547.33170611
  508   24966.16575418   25552.75213125
  509   24972.17716591   25559.17849511
  510   24968.85511256   25555.62629008
  511   24976.66396761   25563.97540638
  512   24972.83247563   25559.87914935
  513   24971.28376168   25558.22319495
  514   24970.55206509   25557.44128568
  515   24971.13540805   25558.06452071
  516   24975.88272956   25563.13996142
  517   24961.82151747   25548.10747219
  518   24981.38596935   25569.02442561
  519   24973.64842159   25560.75138449
  520   24970.11117444   25556.96953697
  521   24971.24214044   25558.17915330
  522   24967.65205027   25554.34057967
  523   24967.40564684   25554.07686860
  524   24973.54149121   25560.63691328
  525   24968.77942496   25555.54551045
  526   24971.12594975   25558.05474690
  527   24969.23921122   25556.03681634
  528   24960.58095378   25546.78100148
  529   24961.45320397   25547.71324654
  530   24977.57415727   25564.94885634
  531   24972.32785582   25559.33949246
  532   24967.50835378   25554.18653113
  533   24979.12672881   25566.60904644
  534   24973.58695373   25560.68547411
  535   24975.15117848   25562.35782551
  536   24968.47724758   25555.22263706
  537   24970.44942259   25557.33143692
  538   24964.56513799   25551.04006953
  539   24967.17852605   25553.83462025
  540   24975.58017715   25562.81647874
  541   24966.57350460   25553.18728230
  542   24972.45578419   25559.47620928
  543   24967.69425791   25554.38566647
  544   24970.25250595   25557.12083108
  545   24964.94006765   25551.44094656
  546   24970.62885974   25557.52300593
  547   24970.52639731   25557.41367368
  548   24965.28156826   25551.80621733
  549   24972.17352245   25559.17450212
  550   24972.88755496   25559.93790967
  551   24971.24496248   25558.18159664
  552   24975.44893508   25562.67628613
  553   24971.16014131   25558.09126645
  554   24969.63033597   25556.45501996
  555   24972.25274223   25559.25916964
  556   24966.22949962   25552.81984375
  557   24973.60694557   25560.70694401
  558   24975.51782911   25562.74991019
  559   24981.16648666   25568.78949296
  560   24969.57101639   25556.39226775
  561   24963.92443384   25550.35533901
  562   24968.57408133   25555.32619367
  563   24981.36556800   25569.00250491
  564   24962.39506037   25548.72045182
  565   24966.86144469   25553.49522366
  566   24979.61471923   25567.13043932
  567   24968.95900378   25555.73721626
  568   24974.51376858   25561.67623945
  569   24976.24342466   25563.52574407
  570   24965.20384676   25551.72315627
  571   24965.71600160   25552.27064460
  572   24974.24412723   25561.38773214
