polar and equatorial radii for Neptune's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
these models assume the k-band 2014 wind profile from Tollefson et al. (2018, Icarus 311).
the distribution of models in this file comes from randomly drawing wind fit coefficients from Gaussians with means and standard deviations from Table 1 (polynomial profiles).
index         r_pol_km          r_eq_km
  609   24380.23430905   24751.69040982
  610   24178.57291873   24763.87754297
  611   24247.89921751   24758.78376378
  612   24218.50653298   24772.24633798
  613   24371.60395925   24763.85931106
  614   24222.14521427   24765.03792308
  615   24347.13337503   24761.51107855
  616   24103.12287693   24773.12309877
  617   23805.99667086   24777.31860139
  618   24420.03678749   24755.65711405
  619   23986.26465867   24769.89969412
  620   24035.45341193   24770.84247712
  621   24421.33336502   24752.13879782
  622   24288.79879622   24766.30522946
  623   23818.45510458   24766.96500847
  624   24081.58312401   24774.17522247
  625   24315.27418007   24752.89296585
  626   24242.84633183   24759.68268105
  627   24426.21316826   24755.38337769
  628   24145.80174683   24764.02719131
  629   24305.93327764   24763.46047245
  630   23901.34338921   24778.48970046
  631   24389.18607808   24756.12776552
  632   24419.21142359   24756.59917232
  633   23689.41275098   24774.62360169
  634   24422.11999942   24756.52220672
  635   24368.09077126   24770.05224377
  636   24272.87705757   24769.17786840
  637   24424.88600907   24755.65706616
  638   24392.20917293   24759.87133892
  639   24390.75095675   24756.17987705
  640   24230.62828687   24759.80204485
  641   24370.37056525   24758.97292599
  642   24379.13113320   24758.11429963
  643   24419.12588991   24760.10532049
  644   24152.68074173   24772.18418962
  645   24396.43793512   24759.19627351
  646   24246.12007705   24774.21296539
  647   24406.44564217   24754.25213045
  648   24399.95316405   24763.77236713
  649   24070.01705080   24774.41377181
  650   24420.75319818   24758.62505017
  651   24403.63566836   24753.20119511
  652   24310.66852803   24767.12065344
  653   24307.94436378   24753.05828158
  654   24121.21925553   24765.32827771
  655   24306.14493688   24778.29560040
  656   24165.11752693   24785.58364540
  657   24180.90871363   24762.31562162
  658   24396.13958762   24759.31177968
  659   24153.10172102   24766.99716815
  660   24422.74102042   24750.36606546
  661   24420.91398834   24745.23905058
  662   24377.78752773   24764.18501096
  663   24356.13716044   24759.27200148
  664   24409.94534825   24765.96419108
  665   24303.01515960   24758.29485385
  666   24171.20275618   24770.51247701
  667   24428.72141051   24748.55740466
  668   24170.35573865   24763.84704539
  669   24417.85102084   24750.97348014
  670   24334.92324477   24765.20571791
  671   24269.79902324   24758.99142615
  672   24429.74638274   24750.70036846
  673   24422.66608107   24757.77974272
  674   24371.40336413   24749.02373187
  675   24015.90293163   24777.79108856
  676   24385.43931382   24754.04797566
  677   23920.32306350   24779.63708036
  678   24349.57207239   24753.00084209
  679   24234.31199935   24761.21968506
  680   24322.60338841   24766.56823395
  681   24083.44609333   24763.59591921
  682   24302.94354024   24768.38599620
  683   24369.29530706   24763.17038460
  684   24428.65285773   24750.63527112
  685   23668.64785158   24774.30256232
  686   24372.58524565   24762.34558110
  687   24348.78225154   24756.75540628
  688   24434.34548233   24750.14905014
  689   24405.39839326   24761.31201103
  690   24429.11145640   24749.83463129
  691   24373.37616227   24758.35175478
  692   23875.81694735   24787.32484656
  693   24365.92395390   24754.34044456
  694   24420.51870787   24753.16691695
  695   24297.62431717   24760.79775745
  696   23963.47510793   24772.01249316
  697   24415.66325416   24753.14478269
  698   24140.43669941   24771.01153784
  699   24315.91053627   24768.27779677
  700   24206.60106076   24758.23720192
  701   24237.67184144   24761.88347649
  702   24269.51028978   24760.75860289
  703   24308.34828808   24758.65401694
  704   24417.17139557   24752.17450187
  705   24412.06720834   24754.72534658
  706   24229.62867651   24754.24817678
  707   24409.03667019   24759.11141195
  708   24413.01072807   24757.27078652
  709   24395.99033350   24757.17924151
  710   24425.17812109   24757.24450345
  711   24107.24125899   24764.04037668
  712   24398.91576532   24762.41916812
  713   24040.09942799   24764.57611019
  714   24421.90491113   24755.59021335
  715   24332.40572018   24748.21958092
  716   24339.06058189   24766.50328660
  717   24077.52744967   24771.46344540
  718   23804.12000918   24774.07975923
  719   23966.83907363   24768.68519550
  720   24371.29995652   24752.92159054
  721   24338.94221558   24755.54004787
  722   24410.15786106   24767.93158192
  723   24188.40460352   24756.07594777
  724   24227.06567061   24766.57754015
  725   24260.79126612   24758.61067477
  726   23714.72142049   24776.67276257
  727   24458.67278146   24736.17378480
  728   24278.01179985   24753.65220029
  729   24426.60270172   24752.85801533
  730   24398.06452616   24762.11690385
  731   24361.71159019   24748.65799117
  732   24347.16762972   24771.01819880
  733   24377.16869140   24767.02642496
  734   23876.27350205   24773.99621522
