polar and equatorial radii for Uranus's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
the models summarized in this file assume the composite asymmetric wind profile from Sromovsky et al. (2015, Icarus 258) Section 4.5 and Table 6.
the distribution of models in this file comes from Markov chain Monte Carlo fits to the pair of Voyager 2 radio occultations reported in Lindal et al. 1987.
index   r_pol_north_km   r_pol_south_km          r_eq_km              lnp
30506        24968.028        24962.654        25555.516       -1.125e-01
30507        24963.163        24957.793        25550.316       -1.860e+00
30508        24964.211        24958.840        25551.436       -1.300e+00
30509        24971.120        24965.743        25558.822       -1.259e-01
30510        24968.073        24962.699        25555.564       -1.065e-01
30511        24963.763        24958.392        25550.957       -1.527e+00
30512        24964.211        24958.840        25551.436       -1.300e+00
30513        24974.692        24969.312        25562.641       -1.229e+00
30514        24967.044        24961.671        25554.464       -2.914e-01
30515        24965.896        24960.523        25553.237       -6.120e-01
30516        24963.036        24957.666        25550.180       -1.934e+00
30517        24974.692        24969.312        25562.641       -1.229e+00
30518        24966.135        24960.763        25553.493       -5.354e-01
30519        24965.896        24960.523        25553.237       -6.120e-01
30520        24964.187        24958.816        25551.410       -1.312e+00
30521        24974.692        24969.312        25562.641       -1.229e+00
30522        24966.065        24960.693        25553.418       -5.572e-01
30523        24965.746        24960.373        25553.076       -6.630e-01
30524        24964.910        24959.538        25552.183       -9.836e-01
30525        24973.926        24968.547        25561.822       -8.939e-01
30526        24966.159        24960.786        25553.518       -5.281e-01
30527        24969.025        24963.650        25556.582       -2.145e-02
30528        24965.028        24959.656        25552.309       -9.342e-01
30529        24972.715        24967.336        25560.526       -4.740e-01
30530        24966.136        24960.763        25553.493       -5.351e-01
30531        24969.696        24964.320        25557.299       -1.123e-02
30532        24966.115        24960.742        25553.472       -5.414e-01
30533        24969.078        24963.702        25556.638       -1.915e-02
30534        24965.493        24960.121        25552.806       -7.532e-01
30535        24971.115        24965.738        25558.817       -1.252e-01
30536        24966.115        24960.742        25553.472       -5.414e-01
30537        24969.456        24964.081        25557.043       -1.016e-02
30538        24961.290        24955.921        25548.313       -3.109e+00
30539        24971.115        24965.738        25558.817       -1.252e-01
30540        24961.817        24956.448        25548.877       -2.725e+00
30541        24969.263        24963.888        25556.836       -1.312e-02
30542        24961.033        24955.665        25548.039       -3.305e+00
30543        24971.967        24966.589        25559.727       -2.818e-01
30544        24963.043        24957.672        25550.187       -1.930e+00
30545        24969.263        24963.888        25556.836       -1.312e-02
30546        24965.316        24959.943        25552.617       -8.199e-01
30547        24971.998        24966.620        25559.760       -2.889e-01
30548        24962.098        24956.730        25549.178       -2.530e+00
30549        24969.749        24964.374        25557.357       -1.220e-02
30550        24965.376        24960.004        25552.681       -7.969e-01
30551        24971.874        24966.496        25559.627       -2.614e-01
30552        24962.098        24956.730        25549.178       -2.530e+00
30553        24969.749        24964.374        25557.357       -1.220e-02
30554        24965.416        24960.044        25552.724       -7.817e-01
30555        24971.172        24965.795        25558.878       -1.336e-01
30556        24963.586        24958.216        25550.768       -1.622e+00
30557        24973.129        24967.750        25560.969       -6.025e-01
30558        24964.572        24959.201        25551.822       -1.131e+00
30559        24969.532        24964.156        25557.124       -9.933e-03
30560        24964.889        24959.518        25552.161       -9.920e-01
30561        24972.431        24967.053        25560.223       -3.950e-01
30562        24964.572        24959.201        25551.822       -1.131e+00
30563        24972.949        24967.570        25560.776       -5.447e-01
30564        24964.889        24959.518        25552.161       -9.920e-01
30565        24969.268        24963.893        25556.842       -1.298e-02
30566        24965.735        24960.363        25553.065       -6.667e-01
30567        24972.949        24967.570        25560.776       -5.447e-01
30568        24965.341        24959.969        25552.644       -8.100e-01
30569        24969.268        24963.893        25556.842       -1.298e-02
30570        24966.133        24960.761        25553.490       -5.360e-01
30571        24972.949        24967.570        25560.776       -5.447e-01
30572        24966.142        24960.769        25553.500       -5.331e-01
30573        24967.276        24961.903        25554.712       -2.413e-01
30574        24966.133        24960.761        25553.490       -5.360e-01
30575        24972.648        24967.269        25560.455       -4.547e-01
30576        24966.117        24960.743        25553.473       -5.410e-01
30577        24968.090        24962.716        25555.582       -1.043e-01
30578        24965.990        24960.617        25553.337       -5.813e-01
30579        24975.651        24970.271        25563.666       -1.723e+00
30580        24966.132        24960.759        25553.490       -5.362e-01
30581        24968.484        24963.110        25556.004       -5.955e-02
30582        24966.017        24960.644        25553.366       -5.726e-01
30583        24975.651        24970.271        25563.666       -1.723e+00
30584        24963.651        24958.280        25550.837       -1.587e+00
30585        24966.203        24960.830        25553.565       -5.147e-01
30586        24966.017        24960.644        25553.366       -5.726e-01
30587        24971.772        24966.394        25559.518       -2.401e-01
30588        24963.651        24958.280        25550.837       -1.587e+00
30589        24966.136        24960.763        25553.494       -5.351e-01
30590        24965.916        24960.544        25553.258       -6.054e-01
30591        24971.772        24966.394        25559.518       -2.401e-01
30592        24963.724        24958.354        25550.916       -1.548e+00
30593        24965.125        24959.752        25552.412       -8.953e-01
30594        24968.083        24962.709        25555.575       -1.051e-01
30595        24974.304        24968.924        25562.226       -1.052e+00
30596        24963.236        24957.865        25550.393       -1.818e+00
30597        24964.464        24959.093        25551.706       -1.181e+00
30598        24966.939        24961.566        25554.352       -3.158e-01
30599        24971.449        24966.072        25559.173       -1.787e-01
30600        24963.236        24957.865        25550.393       -1.818e+00
30601        24964.464        24959.093        25551.706       -1.181e+00
30602        24968.759        24963.384        25556.298       -3.685e-02
30603        24971.449        24966.072        25559.173       -1.787e-01
30604        24962.450        24957.080        25549.554       -2.297e+00
30605        24966.066        24960.693        25553.419       -5.569e-01
30606        24967.365        24961.991        25554.807       -2.236e-01
30607        24971.449        24966.072        25559.173       -1.787e-01
30608        24962.450        24957.080        25549.554       -2.297e+00
30609        24966.066        24960.693        25553.419       -5.569e-01
30610        24967.510        24962.137        25554.963       -1.957e-01
30611        24967.918        24962.544        25555.399       -1.282e-01
30612        24964.760        24959.388        25552.022       -1.048e+00
30613        24966.066        24960.693        25553.419       -5.569e-01
30614        24967.510        24962.137        25554.963       -1.957e-01
30615        24967.379        24962.006        25554.823       -2.206e-01
30616        24964.760        24959.388        25552.022       -1.048e+00
30617        24966.327        24960.953        25553.697       -4.778e-01
30618        24966.986        24961.613        25554.402       -3.048e-01
30619        24967.593        24962.219        25555.051       -1.808e-01
30620        24964.964        24959.593        25552.241       -9.606e-01
30621        24966.411        24961.038        25553.788       -4.534e-01
30622        24967.667        24962.293        25555.130       -1.680e-01
30623        24966.807        24961.433        25554.210       -3.480e-01
30624        24963.285        24957.914        25550.445       -1.790e+00
30625        24966.411        24961.038        25553.788       -4.534e-01
30626        24967.181        24961.807        25554.610       -2.614e-01
30627        24969.378        24964.003        25556.960       -1.094e-02
30628        24963.285        24957.914        25550.445       -1.790e+00
30629        24965.783        24960.410        25553.117       -6.500e-01
30630        24967.689        24962.315        25555.154       -1.641e-01
30631        24970.012        24964.637        25557.638       -2.070e-02
30632        24964.861        24959.489        25552.130       -1.004e+00
30633        24966.835        24961.461        25554.241       -3.409e-01
30634        24967.289        24961.915        25554.726       -2.386e-01
30635        24972.055        24966.678        25559.821       -3.018e-01
30636        24964.853        24959.482        25552.122       -1.008e+00
30637        24966.309        24960.936        25553.678       -4.830e-01
30638        24966.885        24961.512        25554.294       -3.287e-01
30639        24968.852        24963.477        25556.397       -3.074e-02
30640        24964.853        24959.482        25552.122       -1.008e+00
30641        24965.929        24960.557        25553.272       -6.012e-01
30642        24966.848        24961.474        25554.254       -3.379e-01
30643        24968.065        24962.692        25555.556       -1.075e-01
30644        24965.264        24959.892        25552.561       -8.401e-01
30645        24965.418        24960.046        25552.726       -7.810e-01
30646        24967.998        24962.624        25555.484       -1.167e-01
30647        24969.597        24964.221        25557.193       -1.015e-02
30648        24965.272        24959.900        25552.569       -8.370e-01
30649        24965.034        24959.662        25552.316       -9.318e-01
30650        24968.336        24962.962        25555.845       -7.472e-02
30651        24970.276        24964.900        25557.920       -3.560e-02
30652        24964.063        24958.692        25551.278       -1.373e+00
30653        24967.349        24961.976        25554.791       -2.265e-01
30654        24967.898        24962.524        25555.377       -1.311e-01
30655        24968.350        24962.975        25555.861       -7.318e-02
30656        24961.816        24956.447        25548.876       -2.725e+00
30657        24966.071        24960.699        25553.425       -5.553e-01
30658        24968.170        24962.796        25555.668       -9.400e-02
30659        24969.012        24963.637        25556.568       -2.204e-02
30660        24962.424        24957.054        25549.525       -2.314e+00
30661        24966.071        24960.699        25553.425       -5.553e-01
30662        24967.791        24962.416        25555.262       -1.477e-01
30663        24970.744        24965.368        25558.420       -7.765e-02
30664        24963.533        24958.162        25550.710       -1.651e+00
30665        24964.540        24959.169        25551.787       -1.146e+00
30666        24968.409        24963.035        25555.924       -6.699e-02
30667        24971.352        24965.975        25559.070       -1.621e-01
30668        24962.618        24957.248        25549.733       -2.190e+00
30669        24967.535        24962.162        25554.989       -1.912e-01
30670        24968.837        24963.462        25556.381       -3.165e-02
30671        24971.352        24965.975        25559.070       -1.621e-01
30672        24963.273        24957.902        25550.432       -1.797e+00
30673        24967.593        24962.219        25555.051       -1.808e-01
30674        24968.730        24963.356        25556.267       -3.891e-02
30675        24967.801        24962.427        25555.273       -1.460e-01
30676        24963.120        24957.749        25550.269       -1.885e+00
30677        24967.645        24962.271        25555.107       -1.717e-01
30678        24969.056        24963.681        25556.615       -2.008e-02
30679        24967.738        24962.365        25555.207       -1.560e-01
30680        24964.488        24959.116        25551.732       -1.170e+00
30681        24967.644        24962.271        25555.106       -1.717e-01
30682        24969.056        24963.681        25556.615       -2.008e-02
30683        24967.795        24962.421        25555.267       -1.470e-01
30684        24965.696        24960.325        25553.024       -6.801e-01
30685        24967.491        24962.117        25554.943       -1.991e-01
30686        24969.475        24964.099        25557.063       -1.005e-02
30687        24967.798        24962.424        25555.270       -1.465e-01
30688        24966.116        24960.744        25553.473       -5.411e-01
30689        24967.467        24962.093        25554.917       -2.037e-01
30690        24970.661        24965.285        25558.332       -6.876e-02
30691        24967.869        24962.495        25555.346       -1.355e-01
30692        24966.116        24960.744        25553.473       -5.411e-01
30693        24967.383        24962.010        25554.827       -2.198e-01
30694        24972.372        24966.994        25560.160       -3.797e-01
30695        24968.031        24962.657        25555.519       -1.121e-01
30696        24964.994        24959.623        25552.273       -9.482e-01
30697        24969.129        24963.754        25556.693       -1.716e-02
30698        24970.906        24965.529        25558.592       -9.673e-02
30699        24965.721        24960.349        25553.050       -6.716e-01
30700        24966.609        24961.236        25553.999       -3.989e-01
30701        24969.129        24963.754        25556.693       -1.716e-02
30702        24970.906        24965.529        25558.592       -9.673e-02
30703        24966.230        24960.856        25553.594       -5.065e-01
30704        24967.422        24962.048        25554.868       -2.123e-01
30705        24968.803        24963.427        25556.344       -3.389e-02
30706        24970.708        24965.332        25558.381       -7.365e-02
30707        24966.230        24960.856        25553.594       -5.065e-01
30708        24967.379        24962.006        25554.823       -2.206e-01
30709        24970.167        24964.791        25557.803       -2.866e-02
30710        24971.129        24965.753        25558.832       -1.273e-01
30711        24967.673        24962.300        25555.137       -1.669e-01
30712        24965.592        24960.220        25552.912       -7.170e-01
30713        24970.805        24965.428        25558.485       -8.459e-02
30714        24971.129        24965.753        25558.832       -1.273e-01
30715        24967.373        24961.999        25554.816       -2.219e-01
30716        24965.592        24960.220        25552.912       -7.170e-01
30717        24970.616        24965.239        25558.283       -6.408e-02
30718        24971.374        24965.997        25559.093       -1.657e-01
30719        24966.723        24961.351        25554.122       -3.688e-01
30720        24964.694        24959.323        25551.952       -1.077e+00
30721        24968.966        24963.591        25556.519       -2.431e-02
30722        24971.500        24966.123        25559.228       -1.877e-01
30723        24968.877        24963.502        25556.424       -2.921e-02
30724        24966.444        24961.072        25553.823       -4.440e-01
30725        24967.989        24962.615        25555.475       -1.179e-01
30726        24972.531        24967.153        25560.330       -4.222e-01
30727        24969.056        24963.681        25556.615       -2.006e-02
30728        24967.158        24961.785        25554.586       -2.662e-01
30729        24968.382        24963.007        25555.894       -6.984e-02
30730        24972.578        24967.199        25560.380       -4.350e-01
30731        24967.038        24961.664        25554.458       -2.929e-01
30732        24967.194        24961.820        25554.624       -2.586e-01
30733        24967.894        24962.520        25555.373       -1.317e-01
30734        24972.135        24966.757        25559.907       -3.207e-01
30735        24967.038        24961.664        25554.458       -2.929e-01
30736        24967.194        24961.820        25554.624       -2.586e-01
30737        24967.922        24962.547        25555.402       -1.277e-01
30738        24970.866        24965.489        25558.550       -9.182e-02
30739        24967.006        24961.632        25554.423       -3.002e-01
30740        24964.014        24958.642        25551.224       -1.399e+00
30741        24967.839        24962.465        25555.314       -1.401e-01
30742        24967.585        24962.211        25555.042       -1.822e-01
30743        24966.925        24961.552        25554.337       -3.191e-01
30744        24964.159        24958.787        25551.380       -1.326e+00
30745        24967.512        24962.139        25554.965       -1.953e-01
30746        24967.585        24962.211        25555.042       -1.822e-01
30747        24966.852        24961.479        25554.259       -3.368e-01
30748        24964.159        24958.787        25551.380       -1.326e+00
30749        24966.426        24961.054        25553.804       -4.490e-01
30750        24967.881        24962.506        25555.359       -1.337e-01
30751        24966.194        24960.821        25553.555       -5.175e-01
30752        24964.159        24958.787        25551.380       -1.326e+00
30753        24966.903        24961.530        25554.314       -3.243e-01
30754        24968.055        24962.681        25555.545       -1.089e-01
30755        24966.939        24961.566        25554.352       -3.158e-01
30756        24963.293        24957.922        25550.454       -1.785e+00
30757        24968.619        24963.244        25556.148       -4.761e-02
30758        24967.502        24962.128        25554.954       -1.972e-01
30759        24967.205        24961.831        25554.636       -2.562e-01
30760        24963.293        24957.922        25550.454       -1.785e+00
30761        24967.021        24961.647        25554.439       -2.968e-01
30762        24967.542        24962.168        25554.997       -1.898e-01
30763        24966.868        24961.495        25554.276       -3.329e-01
30764        24963.293        24957.922        25550.454       -1.785e+00
30765        24968.954        24963.578        25556.506       -2.494e-02
30766        24967.646        24962.272        25555.108       -1.715e-01
30767        24966.548        24961.175        25553.934       -4.153e-01
30768        24962.234        24956.865        25549.322       -2.439e+00
30769        24968.402        24963.027        25555.916       -6.771e-02
30770        24967.371        24961.997        25554.813       -2.223e-01
30771        24966.454        24961.080        25553.833       -4.413e-01
30772        24964.043        24958.674        25551.256       -1.383e+00
30773        24968.402        24963.027        25555.916       -6.771e-02
30774        24967.218        24961.844        25554.651       -2.532e-01
30775        24965.119        24959.746        25552.406       -8.975e-01
30776        24964.043        24958.674        25551.256       -1.383e+00
30777        24967.696        24962.322        25555.161       -1.631e-01
30778        24969.305        24963.930        25556.881       -1.218e-02
30779        24964.713        24959.341        25551.972       -1.068e+00
30780        24964.270        24958.899        25551.499       -1.272e+00
30781        24967.696        24962.322        25555.161       -1.631e-01
30782        24968.757        24963.383        25556.296       -3.696e-02
30783        24964.713        24959.341        25551.972       -1.068e+00
30784        24964.144        24958.772        25551.364       -1.334e+00
30785        24968.084        24962.709        25555.576       -1.051e-01
30786        24968.757        24963.383        25556.296       -3.696e-02
30787        24964.672        24959.300        25551.929       -1.086e+00
30788        24964.126        24958.755        25551.345       -1.342e+00
30789        24968.125        24962.751        25555.620       -9.964e-02
30790        24967.702        24962.327        25555.167       -1.622e-01
30791        24964.463        24959.092        25551.706       -1.181e+00
30792        24961.048        24955.680        25548.055       -3.293e+00
30793        24968.185        24962.812        25555.684       -9.213e-02
30794        24968.033        24962.659        25555.522       -1.118e-01
30795        24964.788        24959.417        25552.053       -1.035e+00
30796        24961.048        24955.680        25548.055       -3.293e+00
30797        24968.261        24962.886        25555.765       -8.319e-02
30798        24967.690        24962.317        25555.155       -1.640e-01
30799        24965.533        24960.160        25552.849       -7.385e-01
30800        24961.048        24955.680        25548.055       -3.293e+00
30801        24968.172        24962.797        25555.670       -9.377e-02
30802        24967.249        24961.875        25554.683       -2.470e-01
30803        24965.188        24959.816        25552.480       -8.699e-01
30804        24964.729        24959.358        25551.990       -1.061e+00
30805        24968.667        24963.292        25556.199       -4.372e-02
30806        24969.261        24963.886        25556.834       -1.317e-02
30807        24965.188        24959.816        25552.480       -8.699e-01
30808        24963.992        24958.621        25551.202       -1.409e+00
30809        24967.110        24961.736        25554.535       -2.767e-01
30810        24968.847        24963.472        25556.392       -3.105e-02
30811        24965.188        24959.816        25552.480       -8.699e-01
30812        24964.263        24958.892        25551.491       -1.275e+00
30813        24966.151        24960.778        25553.509       -5.306e-01
30814        24968.501        24963.126        25556.022       -5.802e-02
30815        24964.653        24959.280        25551.908       -1.095e+00
30816        24965.379        24960.007        25552.684       -7.957e-01
30817        24967.484        24962.110        25554.934       -2.006e-01
30818        24968.824        24963.448        25556.366       -3.256e-02
30819        24965.425        24960.053        25552.733       -7.784e-01
30820        24965.379        24960.007        25552.684       -7.957e-01
30821        24969.366        24963.990        25556.946       -1.112e-02
30822        24968.361        24962.986        25555.872       -7.201e-02
30823        24966.912        24961.538        25554.324       -3.221e-01
30824        24965.379        24960.007        25552.684       -7.957e-01
30825        24971.141        24965.765        25558.844       -1.290e-01
30826        24968.769        24963.394        25556.308       -3.616e-02
30827        24964.217        24958.846        25551.442       -1.298e+00
30828        24966.469        24961.096        25553.849       -4.371e-01
30829        24972.373        24966.995        25560.161       -3.798e-01
30830        24968.769        24963.394        25556.308       -3.616e-02
30831        24964.812        24959.440        25552.078       -1.025e+00
30832        24966.407        24961.035        25553.783       -4.545e-01
30833        24973.610        24968.231        25561.484       -7.715e-01
30834        24968.769        24963.394        25556.308       -3.616e-02
30835        24965.391        24960.020        25552.698       -7.908e-01
30836        24966.556        24961.183        25553.943       -4.130e-01
30837        24971.635        24966.258        25559.372       -2.129e-01
30838        24967.694        24962.320        25555.159       -1.634e-01
30839        24965.391        24960.020        25552.698       -7.908e-01
30840        24966.713        24961.340        25554.110       -3.717e-01
30841        24969.969        24964.593        25557.591       -1.886e-02
30842        24967.990        24962.616        25555.475       -1.179e-01
30843        24965.391        24960.020        25552.698       -7.908e-01
30844        24967.121        24961.746        25554.546       -2.744e-01
30845        24968.427        24963.052        25555.942       -6.525e-02
30846        24967.460        24962.085        25554.908       -2.052e-01
30847        24966.258        24960.885        25553.624       -4.979e-01
30848        24967.137        24961.764        25554.564       -2.707e-01
30849        24968.587        24963.212        25556.113       -5.031e-02
30850        24967.451        24962.077        25554.900       -2.066e-01
30851        24966.698        24961.325        25554.095       -3.754e-01
30852        24967.017        24961.644        25554.436       -2.976e-01
30853        24970.095        24964.719        25557.726       -2.466e-02
30854        24967.050        24961.676        25554.470       -2.902e-01
30855        24966.873        24961.500        25554.282       -3.316e-01
30856        24968.194        24962.820        25555.694       -9.109e-02
30857        24971.083        24965.706        25558.782       -1.205e-01
30858        24966.976        24961.602        25554.391       -3.072e-01
30859        24966.864        24961.491        25554.272       -3.338e-01
30860        24968.949        24963.574        25556.501       -2.516e-02
30861        24972.181        24966.803        25559.956       -3.317e-01
30862        24967.071        24961.697        25554.493       -2.854e-01
30863        24966.951        24961.578        25554.365       -3.130e-01
30864        24967.801        24962.427        25555.273       -1.460e-01
30865        24972.181        24966.803        25559.956       -3.317e-01
30866        24967.047        24961.673        25554.467       -2.909e-01
30867        24966.978        24961.604        25554.393       -3.067e-01
30868        24967.568        24962.195        25555.025       -1.852e-01
30869        24972.181        24966.803        25559.956       -3.317e-01
30870        24966.101        24960.729        25553.456       -5.459e-01
30871        24967.300        24961.927        25554.738       -2.364e-01
30872        24967.518        24962.143        25554.971       -1.943e-01
30873        24971.811        24966.434        25559.560       -2.482e-01
30874        24966.101        24960.729        25553.456       -5.459e-01
30875        24968.043        24962.668        25555.531       -1.106e-01
30876        24967.219        24961.846        25554.651       -2.532e-01
30877        24971.085        24965.708        25558.784       -1.208e-01
30878        24966.101        24960.729        25553.456       -5.459e-01
30879        24967.671        24962.297        25555.134       -1.673e-01
30880        24968.305        24962.931        25555.812       -7.813e-02
30881        24971.085        24965.708        25558.784       -1.208e-01
30882        24965.939        24960.566        25553.283       -5.978e-01
30883        24967.480        24962.106        25554.930       -2.013e-01
30884        24968.752        24963.377        25556.290       -3.735e-02
30885        24971.085        24965.708        25558.784       -1.208e-01
30886        24965.418        24960.046        25552.726       -7.809e-01
30887        24965.736        24960.364        25553.067       -6.661e-01
30888        24969.607        24964.232        25557.205       -1.023e-02
30889        24971.660        24966.282        25559.398       -2.177e-01
30890        24965.324        24959.952        25552.625       -8.167e-01
30891        24965.791        24960.419        25553.125       -6.473e-01
30892        24969.823        24964.447        25557.435       -1.393e-02
30893        24970.213        24964.836        25557.851       -3.139e-02
30894        24966.229        24960.855        25553.592       -5.069e-01
30895        24967.211        24961.837        25554.643       -2.549e-01
30896        24969.001        24963.626        25556.556       -2.259e-02
30897        24970.295        24964.919        25557.940       -3.690e-02
30898        24966.229        24960.855        25553.592       -5.069e-01
30899        24967.211        24961.837        25554.643       -2.549e-01
30900        24968.412        24963.038        25555.927       -6.666e-02
30901        24969.496        24964.120        25557.085       -9.976e-03
30902        24964.579        24959.207        25551.829       -1.128e+00
30903        24968.008        24962.634        25555.495       -1.153e-01
30904        24968.552        24963.176        25556.076       -5.339e-02
30905        24970.925        24965.548        25558.614       -9.925e-02
30906        24966.076        24960.704        25553.430       -5.538e-01
30907        24968.008        24962.634        25555.495       -1.153e-01
30908        24968.113        24962.739        25555.608       -1.012e-01
30909        24970.946        24965.570        25558.636       -1.020e-01
30910        24966.076        24960.704        25553.430       -5.538e-01
30911        24966.867        24961.494        25554.275       -3.330e-01
30912        24969.064        24963.688        25556.623       -1.974e-02
30913        24971.043        24965.665        25558.739       -1.149e-01
30914        24966.076        24960.704        25553.430       -5.538e-01
30915        24966.990        24961.616        25554.406       -3.039e-01
30916        24969.766        24964.391        25557.375       -1.256e-02
30917        24970.418        24965.042        25558.071       -4.618e-02
30918        24966.420        24961.046        25553.797       -4.508e-01
30919        24967.067        24961.694        25554.489       -2.863e-01
30920        24969.766        24964.391        25557.375       -1.256e-02
30921        24969.192        24963.816        25556.760       -1.506e-02
30922        24965.749        24960.377        25553.081       -6.616e-01
30923        24967.814        24962.440        25555.288       -1.439e-01
30924        24969.597        24964.222        25557.194       -1.016e-02
30925        24969.406        24964.031        25556.990       -1.060e-02
30926        24963.466        24958.096        25550.640       -1.687e+00
30927        24968.152        24962.778        25555.649       -9.623e-02
30928        24969.513        24964.137        25557.103       -9.941e-03
30929        24969.295        24963.920        25556.871       -1.238e-02
30930        24961.955        24956.586        25549.024       -2.629e+00
30931        24967.947        24962.573        25555.429       -1.240e-01
30932        24970.965        24965.588        25558.656       -1.044e-01
30933        24967.546        24962.172        25555.001       -1.892e-01
30934        24965.926        24960.554        25553.269       -6.021e-01
30935        24968.280        24962.906        25555.786       -8.091e-02
30936        24969.223        24963.848        25556.794       -1.414e-02
30937        24968.024        24962.650        25555.512       -1.131e-01
30938        24963.598        24958.227        25550.781       -1.615e+00
30939        24968.583        24963.208        25556.110       -5.060e-02
30940        24969.709        24964.334        25557.314       -1.145e-02
30941        24969.114        24963.739        25556.677       -1.771e-02
30942        24965.196        24959.824        25552.489       -8.665e-01
30943        24968.103        24962.728        25555.596       -1.026e-01
30944        24970.251        24964.875        25557.893       -3.390e-02
30945        24968.357        24962.983        25555.868       -7.242e-02
30946        24965.113        24959.741        25552.399       -9.000e-01
30947        24969.800        24964.425        25557.410       -1.333e-02
30948        24970.391        24965.015        25558.043       -4.406e-02
30949        24970.731        24965.356        25558.407       -7.624e-02
30950        24965.113        24959.741        25552.399       -9.000e-01
30951        24969.552        24964.176        25557.145       -9.961e-03
30952        24970.407        24965.031        25558.060       -4.534e-02
30953        24970.731        24965.356        25558.407       -7.624e-02
30954        24964.825        24959.454        25552.092       -1.020e+00
30955        24968.465        24963.090        25555.984       -6.141e-02
30956        24968.066        24962.691        25555.558       -1.073e-01
30957        24970.466        24965.089        25558.122       -5.020e-02
30958        24965.442        24960.072        25552.752       -7.718e-01
30959        24969.216        24963.840        25556.786       -1.435e-02
30960        24968.032        24962.657        25555.520       -1.121e-01
30961        24970.143        24964.767        25557.777       -2.727e-02
30962        24966.844        24961.470        25554.250       -3.388e-01
30963        24969.254        24963.878        25556.827       -1.334e-02
30964        24968.461        24963.087        25555.979       -6.179e-02
30965        24970.354        24964.978        25558.003       -4.119e-02
30966        24966.562        24961.189        25553.949       -4.114e-01
30967        24969.524        24964.148        25557.115       -9.932e-03
30968        24968.775        24963.400        25556.315       -3.574e-02
30969        24971.962        24966.585        25559.722       -2.808e-01
30970        24967.206        24961.832        25554.637       -2.561e-01
30971        24967.483        24962.109        25554.933       -2.008e-01
30972        24969.429        24964.053        25557.014       -1.037e-02
30973        24971.170        24965.794        25558.876       -1.333e-01
30974        24968.099        24962.724        25555.591       -1.032e-01
30975        24966.019        24960.646        25553.369       -5.719e-01
30976        24969.429        24964.053        25557.014       -1.037e-02
30977        24972.804        24967.425        25560.622       -5.004e-01
30978        24966.771        24961.398        25554.173       -3.568e-01
30979        24967.440        24962.067        25554.888       -2.088e-01
30980        24969.212        24963.837        25556.782       -1.446e-02
30981        24973.327        24967.948        25561.181       -6.696e-01
30982        24966.771        24961.398        25554.173       -3.568e-01
30983        24967.440        24962.067        25554.888       -2.088e-01
30984        24969.257        24963.881        25556.830       -1.327e-02
30985        24973.327        24967.948        25561.181       -6.696e-01
30986        24964.505        24959.134        25551.750       -1.162e+00
30987        24967.253        24961.880        25554.688       -2.461e-01
30988        24967.759        24962.384        25555.228       -1.528e-01
30989        24974.288        24968.908        25562.208       -1.045e+00
30990        24964.505        24959.134        25551.750       -1.162e+00
30991        24966.633        24961.259        25554.025       -3.924e-01
30992        24967.356        24961.982        25554.797       -2.253e-01
30993        24971.668        24966.290        25559.407       -2.193e-01
30994        24964.505        24959.134        25551.750       -1.162e+00
30995        24966.965        24961.593        25554.380       -3.096e-01
30996        24967.356        24961.982        25554.797       -2.253e-01
30997        24972.076        24966.698        25559.844       -3.067e-01
30998        24962.749        24957.379        25549.873       -2.108e+00
30999        24969.851        24964.475        25557.465       -1.472e-02
31000        24968.312        24962.937        25555.819       -7.741e-02
31001        24971.722        24966.344        25559.465       -2.301e-01
31002        24964.388        24959.017        25551.625       -1.216e+00
31003        24971.759        24966.381        25559.504       -2.374e-01
31004        24967.985        24962.610        25555.470       -1.186e-01
31005        24972.506        24967.127        25560.303       -4.152e-01
31006        24968.929        24963.554        25556.479       -2.626e-02
31007        24976.988        24971.606        25565.095       -2.553e+00
31008        24967.940        24962.566        25555.422       -1.250e-01
31009        24971.013        24965.636        25558.708       -1.108e-01
31010        24970.465        24965.089        25558.122       -5.014e-02
31011        24976.200        24970.820        25564.253       -2.044e+00
31012        24967.623        24962.249        25555.083       -1.755e-01
31013        24966.996        24961.623        25554.413       -3.024e-01
31014        24972.104        24966.726        25559.873       -3.131e-01
31015        24976.200        24970.820        25564.253       -2.044e+00
31016        24967.623        24962.249        25555.083       -1.755e-01
31017        24966.838        24961.465        25554.244       -3.401e-01
31018        24974.050        24968.670        25561.953       -9.441e-01
31019        24976.200        24970.820        25564.253       -2.044e+00
31020        24967.657        24962.282        25555.119       -1.698e-01
31021        24967.002        24961.628        25554.419       -3.011e-01
31022        24970.955        24965.578        25558.645       -1.031e-01
31023        24976.433        24971.053        25564.502       -2.189e+00
31024        24965.916        24960.544        25553.259       -6.053e-01
31025        24969.736        24964.361        25557.342       -1.193e-02
31026        24972.965        24967.586        25560.794       -5.499e-01
31027        24976.433        24971.053        25564.502       -2.189e+00
31028        24967.047        24961.672        25554.467       -2.910e-01
31029        24970.965        24965.588        25558.656       -1.044e-01
31030        24971.989        24966.611        25559.751       -2.868e-01
31031        24975.165        24969.785        25563.146       -1.462e+00
31032        24967.055        24961.681        25554.476       -2.891e-01
31033        24970.965        24965.588        25558.656       -1.044e-01
31034        24968.787        24963.412        25556.328       -3.491e-02
31035        24977.363        24971.981        25565.495       -2.814e+00
