polar and equatorial radii for Neptune's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
these models assume the h-band 2014 wind profile from Tollefson et al. (2018, Icarus 311).
the distribution of models in this file comes from randomly drawing wind fit coefficients from Gaussians with means and standard deviations from Table 1 (polynomial profiles).
index         r_pol_km          r_eq_km
  656   24396.00955064   24763.22911877
  657   24414.03295632   24763.01029974
  658   24292.60613195   24767.62816783
  659   24414.92841241   24760.30386456
  660   24380.71301985   24762.67588110
  661   24252.05367509   24773.41974167
  662   24430.57093711   24756.48915401
  663   24164.72531313   24778.67454359
  664   24024.78176205   24779.73256960
  665   24164.42661757   24771.50916039
  666   24228.76288865   24772.32977246
  667   24188.19139534   24769.39821132
  668   24376.86344490   24769.78800318
  669   24389.18605963   24761.88672766
  670   23906.17896223   24783.52620200
  671   24281.15281645   24775.94384440
  672   24396.65264420   24771.16726607
  673   24355.21672116   24763.68056342
  674   24152.98273492   24767.63106531
  675   24174.25655436   24773.54683551
  676   24277.30870342   24778.22407341
  677   24093.89029702   24778.04773308
  678   24263.81080962   24767.28092443
  679   24422.45592720   24759.65181990
  680   24204.82569803   24765.80871971
  681   24212.84382236   24770.81489713
  682   24265.78403103   24768.77200735
  683   24078.94676061   24775.78231852
  684   24312.47330674   24771.61398755
  685   24091.90671907   24776.77021140
  686   24422.81189877   24760.62338123
  687   24162.31783080   24785.42373876
  688   24215.52075989   24768.24329079
  689   24372.30829891   24766.34191915
  690   24113.03196512   24779.35161016
  691   24162.73771811   24774.86965009
  692   24396.65834276   24767.97511760
  693   24182.46472704   24772.67945870
  694   24222.45998475   24774.24812291
  695   24310.08346370   24766.70490316
  696   24342.74556701   24771.69459645
  697   24176.03161144   24775.57466724
  698   24394.50989033   24764.49396959
  699   24146.99231313   24772.81972810
  700   24279.15773762   24763.93762640
  701   24282.19621193   24770.56892329
  702   24299.14420170   24764.98708992
  703   24425.71050638   24760.87767334
  704   24323.25999918   24770.93692720
  705   24381.93106375   24762.42681510
