polar and equatorial radii for Uranus's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
the models summarized in this file assume the symmetric wind profile from Sromovsky et al. (2015, Icarus 258) Equation 2.
the distribution of models in this file comes from Markov chain Monte Carlo fits to the pair of Voyager 2 radio occultations reported in Lindal et al. 1987.
index         r_pol_km          r_eq_km              lnp 
27574        24968.579        25557.270       -1.084e-02
27575        24969.126        25557.854       -3.157e-02
27576        24966.782        25555.348       -1.351e-01
27577        24969.765        25558.538       -9.053e-02
27578        24968.740        25557.442       -1.410e-02
27579        24968.956        25557.673       -2.224e-02
27580        24967.801        25556.438       -2.842e-02
27581        24969.831        25558.608       -9.865e-02
27582        24969.111        25557.839       -3.069e-02
27583        24970.738        25559.578       -2.518e-01
27584        24967.873        25556.515       -2.444e-02
27585        24969.547        25558.304       -6.616e-02
27586        24968.483        25557.167       -1.001e-02
27587        24971.514        25560.408       -4.425e-01
27588        24966.537        25555.086       -1.749e-01
27589        24969.409        25558.158       -5.310e-02
27590        24967.668        25556.296       -3.695e-02
27591        24973.179        25562.188       -1.037e+00
27592        24967.183        25555.777       -8.180e-02
27593        24965.847        25554.349       -3.164e-01
27594        24970.285        25559.094       -1.660e-01
27595        24973.179        25562.188       -1.037e+00
27596        24967.182        25555.776       -8.195e-02
27597        24967.441        25556.052       -5.530e-02
27598        24969.996        25558.785       -1.210e-01
27599        24973.179        25562.188       -1.037e+00
27600        24967.247        25555.846       -7.462e-02
27601        24967.509        25556.126       -4.927e-02
27602        24969.210        25557.944       -3.719e-02
27603        24973.174        25562.183       -1.035e+00
27604        24967.161        25555.754       -8.429e-02
27605        24967.458        25556.071       -5.376e-02
27606        24969.368        25558.113       -4.950e-02
27607        24973.174        25562.183       -1.035e+00
27608        24967.295        25555.896       -6.955e-02
27609        24966.709        25555.270       -1.464e-01
27610        24968.642        25557.337       -1.184e-02
27611        24972.446        25561.404       -7.441e-01
27612        24967.082        25555.670       -9.377e-02
27613        24966.432        25554.974       -1.936e-01
27614        24967.142        25555.733       -8.658e-02
27615        24971.275        25560.152       -3.779e-01
27616        24966.945        25555.523       -1.116e-01
27617        24965.701        25554.193       -3.518e-01
27618        24966.799        25555.366       -1.325e-01
27619        24971.275        25560.152       -3.779e-01
27620        24966.945        25555.523       -1.116e-01
27621        24966.181        25554.705       -2.426e-01
27622        24966.731        25555.294       -1.429e-01
27623        24970.472        25559.293       -1.991e-01
27624        24966.840        25555.410       -1.265e-01
27625        24966.181        25554.705       -2.426e-01
27626        24966.731        25555.294       -1.429e-01
27627        24973.228        25562.240       -1.059e+00
27628        24966.911        25555.487       -1.163e-01
27629        24964.178        25552.564       -8.388e-01
27630        24966.731        25555.294       -1.429e-01
27631        24973.228        25562.240       -1.059e+00
27632        24968.101        25556.759       -1.507e-02
27633        24963.386        25551.717       -1.176e+00
27634        24969.342        25558.086       -4.734e-02
27635        24972.068        25561.000       -6.122e-01
27636        24969.428        25558.177       -5.475e-02
27637        24963.386        25551.717       -1.176e+00
27638        24969.860        25558.639       -1.024e-01
27639        24973.539        25562.573       -1.199e+00
27640        24965.621        25554.107       -3.722e-01
27641        24965.128        25553.580       -5.102e-01
27642        24969.657        25558.422       -7.785e-02
27643        24973.539        25562.573       -1.199e+00
27644        24965.865        25554.368       -3.122e-01
27645        24965.362        25553.830       -4.420e-01
27646        24969.160        25557.891       -3.378e-02
27647        24972.167        25561.106       -6.456e-01
27648        24965.753        25554.248       -3.392e-01
27649        24963.790        25552.149       -9.968e-01
27650        24968.765        25557.468       -1.482e-02
27651        24972.845        25561.831       -8.975e-01
27652        24966.640        25555.196       -1.575e-01
27653        24965.300        25553.764       -4.596e-01
27654        24970.852        25559.700       -2.764e-01
27655        24972.845        25561.831       -8.975e-01
27656        24966.640        25555.196       -1.575e-01
27657        24965.300        25553.764       -4.596e-01
27658        24970.378        25559.193       -1.820e-01
27659        24971.512        25560.406       -4.419e-01
27660        24967.613        25556.237       -4.094e-02
27661        24965.300        25553.764       -4.596e-01
27662        24968.076        25556.732       -1.586e-02
27663        24971.816        25560.730       -5.314e-01
27664        24969.393        25558.140       -5.166e-02
27665        24963.213        25551.532       -1.257e+00
27666        24967.677        25556.305       -3.633e-02
27667        24970.886        25559.737       -2.840e-01
27668        24969.774        25558.548       -9.159e-02
27669        24966.569        25555.121       -1.694e-01
27670        24967.677        25556.305       -3.633e-02
27671        24971.972        25560.898       -5.809e-01
27672        24967.735        25556.368       -3.242e-02
27673        24966.952        25555.530       -1.107e-01
27674        24967.347        25555.953       -6.419e-02
27675        24971.972        25560.898       -5.809e-01
27676        24966.993        25555.574       -1.052e-01
27677        24967.045        25555.630       -9.843e-02
27678        24967.544        25556.163       -4.638e-02
27679        24970.516        25559.341       -2.075e-01
27680        24966.316        25554.850       -2.155e-01
27681        24967.045        25555.630       -9.843e-02
27682        24967.675        25556.303       -3.648e-02
27683        24970.516        25559.341       -2.075e-01
27684        24966.901        25555.476       -1.177e-01
27685        24966.961        25555.540       -1.095e-01
27686        24965.416        25553.888       -4.268e-01
27687        24970.330        25559.141       -1.735e-01
27688        24968.504        25557.190       -1.012e-02
27689        24965.396        25553.867       -4.324e-01
27690        24964.226        25552.615       -8.203e-01
27691        24970.330        25559.141       -1.735e-01
27692        24967.715        25556.346       -3.376e-02
27693        24965.396        25553.867       -4.324e-01
27694        24964.871        25553.305       -5.909e-01
27695        24970.330        25559.141       -1.735e-01
27696        24966.977        25555.557       -1.074e-01
27697        24965.323        25553.788       -4.530e-01
27698        24964.755        25553.181       -6.293e-01
27699        24970.903        25559.754       -2.877e-01
27700        24963.578        25551.922       -1.089e+00
27701        24965.127        25553.579       -5.104e-01
27702        24964.755        25553.181       -6.293e-01
27703        24969.387        25558.134       -5.114e-02
27704        24963.433        25551.768       -1.154e+00
27705        24965.128        25553.580       -5.101e-01
27706        24964.904        25553.341       -5.801e-01
27707        24972.201        25561.142       -6.571e-01
27708        24962.584        25550.860       -1.575e+00
27709        24965.128        25553.580       -5.101e-01
27710        24964.799        25553.228       -6.146e-01
27711        24968.974        25557.692       -2.306e-02
27712        24962.105        25550.348       -1.842e+00
27713        24966.009        25554.521       -2.794e-01
27714        24963.988        25552.361       -9.143e-01
27715        24971.287        25560.165       -3.809e-01
27716        24959.404        25547.460       -3.738e+00
27717        24966.523        25555.071       -1.774e-01
27718        24962.644        25550.924       -1.543e+00
27719        24971.287        25560.165       -3.809e-01
27720        24959.174        25547.214       -3.930e+00
27721        24966.328        25554.863       -2.132e-01
27722        24961.706        25549.922       -2.080e+00
27723        24970.250        25559.056       -1.601e-01
27724        24961.426        25549.622       -2.256e+00
27725        24969.058        25557.782       -2.751e-02
27726        24961.706        25549.922       -2.080e+00
27727        24972.497        25561.459       -7.632e-01
27728        24964.100        25552.481       -8.692e-01
27729        24970.579        25559.408       -2.196e-01
27730        24962.368        25550.629       -1.693e+00
27731        24972.497        25561.459       -7.632e-01
27732        24964.001        25552.375       -9.088e-01
27733        24971.463        25560.354       -4.283e-01
27734        24962.368        25550.629       -1.693e+00
27735        24967.669        25556.296       -3.690e-02
27736        24964.538        25552.949       -7.044e-01
27737        24967.471        25556.085       -5.253e-02
27738        24962.668        25550.950       -1.530e+00
27739        24966.451        25554.994       -1.902e-01
27740        24964.426        25552.829       -7.451e-01
27741        24969.458        25558.210       -5.753e-02
27742        24964.240        25552.631       -8.147e-01
27743        24967.676        25556.304       -3.639e-02
27744        24966.863        25555.435       -1.231e-01
27745        24967.658        25556.285       -3.764e-02
27746        24964.485        25552.892       -7.236e-01
27747        24967.553        25556.173       -4.559e-02
27748        24966.943        25555.520       -1.120e-01
27749        24969.136        25557.865       -3.222e-02
27750        24963.908        25552.275       -9.473e-01
27751        24968.050        25556.704       -1.676e-02
27752        24969.099        25557.825       -2.990e-02
27753        24969.158        25557.889       -3.366e-02
27754        24964.234        25552.624       -8.169e-01
27755        24967.879        25556.522       -2.413e-02
27756        24971.409        25560.296       -4.136e-01
27757        24970.947        25559.802       -2.977e-01
27758        24964.234        25552.624       -8.169e-01
27759        24967.361        25555.968       -6.280e-02
27760        24971.129        25559.997       -3.411e-01
27761        24970.727        25559.567       -2.495e-01
27762        24964.234        25552.624       -8.169e-01
27763        24965.943        25554.451       -2.942e-01
27764        24973.776        25562.827       -1.312e+00
27765        24973.954        25563.017       -1.401e+00
27766        24966.841        25555.412       -1.263e-01
27767        24965.943        25554.451       -2.942e-01
27768        24969.961        25558.748       -1.161e-01
27769        24974.249        25563.333       -1.553e+00
27770        24966.999        25555.581       -1.044e-01
27771        24965.269        25553.730       -4.685e-01
27772        24966.334        25554.869       -2.121e-01
27773        24974.332        25563.421       -1.598e+00
27774        24966.560        25555.111       -1.710e-01
27775        24966.019        25554.533       -2.770e-01
27776        24969.933        25558.718       -1.122e-01
27777        24974.332        25563.421       -1.598e+00
27778        24966.495        25555.042       -1.822e-01
27779        24966.073        25554.590       -2.653e-01
27780        24969.933        25558.718       -1.122e-01
27781        24974.332        25563.421       -1.598e+00
27782        24966.756        25555.321       -1.390e-01
27783        24967.672        25556.300       -3.666e-02
27784        24971.573        25560.471       -4.592e-01
27785        24974.585        25563.692       -1.737e+00
27786        24966.756        25555.321       -1.390e-01
27787        24968.152        25556.814       -1.361e-02
27788        24970.314        25559.125       -1.709e-01
27789        24975.938        25565.139       -2.581e+00
27790        24963.525        25551.866       -1.113e+00
27791        24971.749        25560.660       -5.112e-01
27792        24970.314        25559.125       -1.709e-01
27793        24975.938        25565.139       -2.581e+00
27794        24963.525        25551.866       -1.113e+00
27795        24968.934        25557.649       -2.118e-02
27796        24971.545        25560.441       -4.513e-01
27797        24973.471        25562.500       -1.168e+00
27798        24963.525        25551.866       -1.113e+00
27799        24966.798        25555.366       -1.327e-01
27800        24970.822        25559.668       -2.698e-01
27801        24973.471        25562.500       -1.168e+00
27802        24966.287        25554.819       -2.211e-01
27803        24966.798        25555.366       -1.327e-01
27804        24970.822        25559.668       -2.698e-01
27805        24973.471        25562.500       -1.168e+00
27806        24965.541        25554.021       -3.932e-01
27807        24964.769        25553.195       -6.248e-01
27808        24967.166        25555.759       -8.371e-02
27809        24972.004        25560.932       -5.912e-01
27810        24966.254        25554.784       -2.277e-01
27811        24963.116        25551.429       -1.303e+00
27812        24968.057        25556.711       -1.653e-02
27813        24972.004        25560.932       -5.912e-01
27814        24965.465        25553.940       -4.136e-01
27815        24964.242        25552.633       -8.138e-01
27816        24969.862        25558.641       -1.026e-01
27817        24970.340        25559.153       -1.754e-01
27818        24966.919        25555.495       -1.152e-01
27819        24963.144        25551.459       -1.290e+00
27820        24969.844        25558.622       -1.003e-01
27821        24969.460        25558.212       -5.773e-02
27822        24966.486        25555.032       -1.838e-01
27823        24964.419        25552.822       -7.475e-01
27824        24970.539        25559.365       -2.117e-01
27825        24967.889        25556.532       -2.365e-02
27826        24964.082        25552.461       -8.766e-01
27827        24966.075        25554.593       -2.648e-01
27828        24970.513        25559.337       -2.067e-01
27829        24967.889        25556.532       -2.365e-02
27830        24964.377        25552.777       -7.631e-01
27831        24967.367        25555.974       -6.223e-02
27832        24970.513        25559.337       -2.067e-01
27833        24968.591        25557.282       -1.099e-02
27834        24966.488        25555.034       -1.835e-01
27835        24967.551        25556.171       -4.578e-02
27836        24969.357        25558.101       -4.855e-02
27837        24968.505        25557.191       -1.013e-02
27838        24966.077        25554.594       -2.645e-01
27839        24966.565        25555.116       -1.701e-01
27840        24969.293        25558.033       -4.336e-02
27841        24968.887        25557.599       -1.914e-02
27842        24963.286        25551.611       -1.222e+00
27843        24967.847        25556.488       -2.580e-02
27844        24969.761        25558.534       -9.005e-02
27845        24967.961        25556.609       -2.029e-02
27846        24963.286        25551.611       -1.222e+00
27847        24968.803        25557.509       -1.603e-02
27848        24969.761        25558.534       -9.005e-02
27849        24967.856        25556.497       -2.532e-02
27850        24963.286        25551.611       -1.222e+00
27851        24968.803        25557.509       -1.603e-02
27852        24974.870        25563.997       -1.901e+00
27853        24968.649        25557.344       -1.196e-02
27854        24963.286        25551.611       -1.222e+00
27855        24967.587        25556.209       -4.296e-02
27856        24976.267        25565.491       -2.811e+00
27857        24968.525        25557.212       -1.027e-02
27858        24963.286        25551.611       -1.222e+00
27859        24968.051        25556.706       -1.672e-02
27860        24976.267        25565.491       -2.811e+00
27861        24968.927        25557.642       -2.090e-02
27862        24963.286        25551.611       -1.222e+00
27863        24967.311        25555.914       -6.790e-02
27864        24976.267        25565.491       -2.811e+00
27865        24968.265        25556.934       -1.126e-02
27866        24965.411        25553.882       -4.284e-01
27867        24968.648        25557.344       -1.195e-02
27868        24976.267        25565.491       -2.811e+00
27869        24968.265        25556.934       -1.126e-02
27870        24965.411        25553.882       -4.284e-01
27871        24969.833        25558.610       -9.888e-02
27872        24972.734        25561.713       -8.537e-01
27873        24969.359        25558.103       -4.872e-02
27874        24965.411        25553.882       -4.284e-01
27875        24969.592        25558.353       -7.084e-02
27876        24973.134        25562.140       -1.018e+00
27877        24968.785        25557.490       -1.543e-02
27878        24966.052        25554.568       -2.698e-01
27879        24969.592        25558.353       -7.084e-02
27880        24973.134        25562.140       -1.018e+00
27881        24964.879        25553.314       -5.884e-01
27882        24966.625        25555.180       -1.600e-01
27883        24969.585        25558.346       -7.016e-02
27884        24973.134        25562.140       -1.018e+00
27885        24964.039        25552.416       -8.935e-01
27886        24966.625        25555.180       -1.600e-01
27887        24967.228        25555.825       -7.673e-02
27888        24973.134        25562.140       -1.018e+00
27889        24963.746        25552.102       -1.016e+00
27890        24966.008        25554.521       -2.795e-01
27891        24967.186        25555.780       -8.144e-02
27892        24970.474        25559.296       -1.994e-01
27893        24963.718        25552.072       -1.028e+00
27894        24968.111        25556.769       -1.478e-02
27895        24968.513        25557.199       -1.018e-02
27896        24970.901        25559.752       -2.872e-01
27897        24964.704        25553.126       -6.467e-01
27898        24968.177        25556.839       -1.302e-02
27899        24968.421        25557.101       -9.925e-03
27900        24970.153        25558.953       -1.444e-01
27901        24962.854        25551.148       -1.434e+00
27902        24967.261        25555.861       -7.307e-02
27903        24968.421        25557.101       -9.925e-03
27904        24966.838        25555.408       -1.268e-01
27905        24963.385        25551.716       -1.176e+00
27906        24966.756        25555.320       -1.391e-01
27907        24967.712        25556.343       -3.394e-02
27908        24969.244        25557.981       -3.968e-02
27909        24964.283        25552.677       -7.983e-01
27910        24967.422        25556.032       -5.703e-02
27911        24967.485        25556.100       -5.135e-02
27912        24969.244        25557.981       -3.968e-02
27913        24964.283        25552.677       -7.983e-01
27914        24966.122        25554.643       -2.548e-01
27915        24966.352        25554.888       -2.086e-01
27916        24969.488        25558.242       -6.040e-02
27917        24966.878        25555.451       -1.210e-01
27918        24966.240        25554.769       -2.305e-01
27919        24966.430        25554.972       -1.940e-01
27920        24969.706        25558.474       -8.344e-02
27921        24967.412        25556.022       -5.796e-02
27922        24965.801        25554.299       -3.274e-01
27923        24966.969        25555.548       -1.084e-01
27924        24968.544        25557.232       -1.044e-02
27925        24967.717        25556.348       -3.361e-02
27926        24965.568        25554.051       -3.860e-01
27927        24968.047        25556.701       -1.688e-02
27928        24968.796        25557.502       -1.581e-02
27929        24967.515        25556.132       -4.877e-02
27930        24966.367        25554.905       -2.056e-01
27931        24968.253        25556.921       -1.146e-02
27932        24968.813        25557.520       -1.638e-02
27933        24967.550        25556.169       -4.592e-02
27934        24967.042        25555.627       -9.878e-02
27935        24968.152        25556.813       -1.364e-02
27936        24968.026        25556.678       -1.764e-02
27937        24967.119        25555.708       -8.935e-02
27938        24967.025        25555.608       -1.011e-01
27939        24968.830        25557.538       -1.695e-02
27940        24967.922        25556.567       -2.204e-02
27941        24967.197        25555.792       -8.016e-02
27942        24966.970        25555.549       -1.083e-01
27943        24969.053        25557.777       -2.725e-02
27944        24968.396        25557.074       -9.993e-03
27945        24965.707        25554.199       -3.504e-01
27946        24967.428        25556.039       -5.643e-02
27947        24969.075        25557.800       -2.852e-02
27948        24967.352        25555.958       -6.372e-02
27949        24966.251        25554.781       -2.282e-01
27950        24967.431        25556.042       -5.617e-02
27951        24971.302        25560.182       -3.850e-01
27952        24967.675        25556.303       -3.644e-02
27953        24966.184        25554.710       -2.417e-01
27954        24968.154        25556.815       -1.359e-02
27955        24970.370        25559.185       -1.806e-01
27956        24967.602        25556.225       -4.180e-02
27957        24965.190        25553.646       -4.916e-01
27958        24969.570        25558.329       -6.857e-02
27959        24971.090        25559.954       -3.314e-01
27960        24968.173        25556.836       -1.309e-02
27961        24960.502        25548.634       -2.887e+00
27962        24970.592        25559.422       -2.221e-01
27963        24971.019        25559.878       -3.144e-01
27964        24968.694        25557.393       -1.293e-02
27965        24964.688        25553.109       -6.522e-01
27966        24970.616        25559.448       -2.269e-01
27967        24970.821        25559.667       -2.695e-01
27968        24967.215        25555.812       -7.814e-02
27969        24967.529        25556.147       -4.763e-02
27970        24971.165        25560.035       -3.500e-01
27971        24970.821        25559.667       -2.695e-01
27972        24965.340        25553.807       -4.481e-01
27973        24967.873        25556.515       -2.447e-02
27974        24971.608        25560.508       -4.692e-01
27975        24969.738        25558.509       -8.723e-02
27976        24966.106        25554.626       -2.581e-01
27977        24966.996        25555.577       -1.048e-01
27978        24971.608        25560.508       -4.692e-01
27979        24970.085        25558.880       -1.340e-01
27980        24966.521        25555.069       -1.777e-01
27981        24967.006        25555.588       -1.035e-01
27982        24971.576        25560.475       -4.602e-01
27983        24970.476        25559.298       -1.999e-01
27984        24967.921        25556.566       -2.211e-02
27985        24967.289        25555.890       -7.016e-02
27986        24970.813        25559.658       -2.677e-01
27987        24972.856        25561.842       -9.019e-01
27988        24967.921        25556.566       -2.211e-02
27989        24967.019        25555.602       -1.018e-01
27990        24972.397        25561.352       -7.265e-01
27991        24972.856        25561.842       -9.019e-01
27992        24966.471        25555.016       -1.865e-01
27993        24969.791        25558.566       -9.371e-02
27994        24975.813        25565.005       -2.496e+00
27995        24974.595        25563.702       -1.742e+00
27996        24967.315        25555.919       -6.741e-02
27997        24968.698        25557.397       -1.302e-02
27998        24975.813        25565.005       -2.496e+00
27999        24973.811        25562.864       -1.329e+00
28000        24965.971        25554.481       -2.878e-01
28001        24971.097        25559.962       -3.331e-01
28002        24976.372        25565.603       -2.887e+00
28003        24973.601        25562.639       -1.228e+00
28004        24962.733        25551.019       -1.497e+00
28005        24971.097        25559.962       -3.331e-01
28006        24977.251        25566.542       -3.560e+00
28007        24971.913        25560.834       -5.618e-01
28008        24964.658        25553.077       -6.624e-01
28009        24968.052        25556.706       -1.669e-02
28010        24976.171        25565.388       -2.743e+00
28011        24971.301        25560.180       -3.845e-01
28012        24969.772        25558.546       -9.135e-02
28013        24968.430        25557.110       -9.916e-03
28014        24976.171        25565.388       -2.743e+00
28015        24969.696        25558.464       -8.231e-02
28016        24971.339        25560.221       -3.946e-01
28017        24971.350        25560.233       -3.977e-01
28018        24975.483        25564.652       -2.278e+00
28019        24970.238        25559.044       -1.581e-01
28020        24971.532        25560.427       -4.474e-01
28021        24973.344        25562.364       -1.110e+00
28022        24978.919        25568.326       -5.030e+00
28023        24970.789        25559.632       -2.626e-01
28024        24966.968        25555.548       -1.085e-01
28025        24973.678        25562.721       -1.265e+00
28026        24978.919        25568.326       -5.030e+00
28027        24967.110        25555.699       -9.038e-02
28028        24972.125        25561.061       -6.312e-01
28029        24970.698        25559.535       -2.434e-01
28030        24978.919        25568.326       -5.030e+00
28031        24967.110        25555.699       -9.038e-02
28032        24972.796        25561.778       -8.779e-01
28033        24970.889        25559.740       -2.846e-01
28034        24978.919        25568.326       -5.030e+00
28035        24965.967        25554.477       -2.886e-01
28036        24973.362        25562.384       -1.118e+00
28037        24970.108        25558.905       -1.375e-01
28038        24978.919        25568.326       -5.030e+00
28039        24966.185        25554.710       -2.416e-01
28040        24973.362        25562.384       -1.118e+00
28041        24967.948        25556.595       -2.084e-02
28042        24972.964        25561.958       -9.462e-01
28043        24965.871        25554.375       -3.107e-01
28044        24973.498        25562.530       -1.180e+00
28045        24969.199        25557.933       -3.644e-02
28046        24973.636        25562.677       -1.245e+00
28047        24963.872        25552.237       -9.622e-01
28048        24973.498        25562.530       -1.180e+00
28049        24966.772        25555.338       -1.366e-01
28050        24973.503        25562.534       -1.182e+00
28051        24963.872        25552.237       -9.622e-01
28052        24973.498        25562.530       -1.180e+00
28053        24969.034        25557.756       -2.617e-02
28054        24969.893        25558.675       -1.068e-01
28055        24961.864        25550.091       -1.984e+00
28056        24972.493        25561.455       -7.617e-01
28057        24968.277        25556.947       -1.108e-02
28058        24969.148        25557.878       -3.298e-02
28059        24963.067        25551.377       -1.327e+00
28060        24972.879        25561.867       -9.114e-01
28061        24965.937        25554.445       -2.955e-01
28062        24970.771        25559.613       -2.587e-01
28063        24963.067        25551.377       -1.327e+00
28064        24973.279        25562.295       -1.081e+00
28065        24966.768        25555.334       -1.372e-01
28066        24969.203        25557.936       -3.668e-02
28067        24963.067        25551.377       -1.327e+00
28068        24972.883        25561.872       -9.131e-01
28069        24966.768        25555.334       -1.372e-01
28070        24970.481        25559.304       -2.008e-01
28071        24961.231        25549.413       -2.383e+00
28072        24973.071        25562.073       -9.912e-01
28073        24967.508        25556.124       -4.937e-02
28074        24968.393        25557.071       -1.000e-02
28075        24961.231        25549.413       -2.383e+00
28076        24973.071        25562.073       -9.912e-01
28077        24969.099        25557.825       -2.990e-02
28078        24968.184        25556.847       -1.285e-02
28079        24961.231        25549.413       -2.383e+00
28080        24973.071        25562.073       -9.912e-01
28081        24970.738        25559.578       -2.518e-01
28082        24968.184        25556.847       -1.285e-02
28083        24961.231        25549.413       -2.383e+00
28084        24971.341        25560.223       -3.952e-01
28085        24970.146        25558.945       -1.434e-01
28086        24968.184        25556.847       -1.285e-02
28087        24961.231        25549.413       -2.383e+00
28088        24971.224        25560.098       -3.647e-01
28089        24970.595        25559.425       -2.227e-01
28090        24967.474        25556.089       -5.227e-02
28091        24961.231        25549.413       -2.383e+00
28092        24971.080        25559.944       -3.291e-01
28093        24970.609        25559.440       -2.254e-01
28094        24968.588        25557.279       -1.095e-02
28095        24963.783        25552.142       -9.993e-01
28096        24971.080        25559.944       -3.291e-01
28097        24970.609        25559.440       -2.254e-01
28098        24967.472        25556.086       -5.246e-02
28099        24964.446        25552.850       -7.378e-01
28100        24971.349        25560.231       -3.973e-01
28101        24972.034        25560.964       -6.011e-01
28102        24967.805        25556.442       -2.817e-02
28103        24963.761        25552.118       -1.009e+00
28104        24971.569        25560.466       -4.580e-01
28105        24971.662        25560.567       -4.852e-01
28106        24967.854        25556.494       -2.547e-02
28107        24964.487        25552.895       -7.228e-01
28108        24971.609        25560.510       -4.696e-01
28109        24971.668        25560.573       -4.869e-01
28110        24968.196        25556.861       -1.256e-02
28111        24965.603        25554.088       -3.768e-01
28112        24971.609        25560.510       -4.696e-01
28113        24969.930        25558.714       -1.117e-01
28114        24968.918        25557.632       -2.048e-02
28115        24965.603        25554.088       -3.768e-01
28116        24972.871        25561.859       -9.083e-01
28117        24969.297        25558.037       -4.367e-02
28118        24969.059        25557.783       -2.761e-02
28119        24964.251        25552.642       -8.107e-01
28120        24970.782        25559.625       -2.612e-01
28121        24969.358        25558.103       -4.870e-02
28122        24969.122        25557.850       -3.135e-02
28123        24966.725        25555.288       -1.438e-01
28124        24970.988        25559.846       -3.072e-01
28125        24969.358        25558.103       -4.870e-02
28126        24969.085        25557.811       -2.908e-02
28127        24966.834        25555.404       -1.273e-01
28128        24971.167        25560.036       -3.503e-01
28129        24969.523        25558.279       -6.377e-02
28130        24969.093        25557.820       -2.959e-02
28131        24966.737        25555.300       -1.420e-01
28132        24969.685        25558.453       -8.109e-02
28133        24970.423        25559.241       -1.900e-01
28134        24969.724        25558.494       -8.558e-02
28135        24964.215        25552.604       -8.242e-01
28136        24969.903        25558.685       -1.081e-01
28137        24970.878        25559.727       -2.820e-01
28138        24969.793        25558.568       -9.391e-02
28139        24964.325        25552.721       -7.825e-01
28140        24968.123        25556.782       -1.443e-02
28141        24970.493        25559.316       -2.031e-01
28142        24969.793        25558.568       -9.391e-02
28143        24963.769        25552.126       -1.006e+00
28144        24968.123        25556.782       -1.443e-02
28145        24970.209        25559.012       -1.533e-01
28146        24969.283        25558.022       -4.258e-02
28147        24963.834        25552.196       -9.782e-01
28148        24969.087        25557.813       -2.920e-02
28149        24969.409        25558.157       -5.307e-02
28150        24969.225        25557.961       -3.830e-02
28151        24965.652        25554.140       -3.643e-01
28152        24969.051        25557.774       -2.710e-02
28153        24969.353        25558.097       -4.823e-02
28154        24969.185        25557.918       -3.546e-02
28155        24966.421        25554.962       -1.957e-01
28156        24970.632        25559.465       -2.300e-01
28157        24969.497        25558.251       -6.122e-02
28158        24969.230        25557.966       -3.866e-02
28159        24966.421        25554.962       -1.957e-01
28160        24970.502        25559.326       -2.048e-01
28161        24969.474        25558.227       -5.905e-02
28162        24969.225        25557.960       -3.828e-02
28163        24966.421        25554.962       -1.957e-01
28164        24968.518        25557.205       -1.021e-02
28165        24969.505        25558.259       -6.197e-02
28166        24969.225        25557.960       -3.828e-02
28167        24966.421        25554.962       -1.957e-01
28168        24968.550        25557.239       -1.050e-02
28169        24969.928        25558.712       -1.114e-01
28170        24969.122        25557.851       -3.136e-02
28171        24967.364        25555.971       -6.254e-02
28172        24969.012        25557.732       -2.500e-02
28173        24969.378        25558.124       -5.038e-02
28174        24968.099        25556.756       -1.516e-02
28175        24966.905        25555.479       -1.172e-01
28176        24969.726        25558.496       -8.584e-02
28177        24971.561        25560.458       -4.558e-01
28178        24966.742        25555.306       -1.412e-01
28179        24964.640        25553.058       -6.687e-01
28180        24968.697        25557.396       -1.300e-02
28181        24973.313        25562.331       -1.096e+00
28182        24966.850        25555.421       -1.250e-01
28183        24967.632        25556.257       -3.956e-02
28184        24968.894        25557.606       -1.945e-02
28185        24971.548        25560.444       -4.520e-01
28186        24966.808        25555.376       -1.312e-01
28187        24967.325        25555.929       -6.638e-02
28188        24969.912        25558.695       -1.093e-01
28189        24971.548        25560.444       -4.520e-01
28190        24966.712        25555.274       -1.458e-01
28191        24967.076        25555.663       -9.458e-02
28192        24969.613        25558.376       -7.311e-02
28193        24971.548        25560.444       -4.520e-01
28194        24968.444        25557.125       -9.915e-03
28195        24967.182        25555.776       -8.186e-02
28196        24969.281        25558.021       -4.247e-02
28197        24971.548        25560.444       -4.520e-01
28198        24968.880        25557.591       -1.887e-02
28199        24965.370        25553.839       -4.397e-01
28200        24969.216        25557.951       -3.766e-02
28201        24970.408        25559.226       -1.874e-01
28202        24968.594        25557.286       -1.104e-02
28203        24965.006        25553.449       -5.479e-01
28204        24969.226        25557.962       -3.836e-02
28205        24969.645        25558.409       -7.656e-02
28206        24968.329        25557.003       -1.045e-02
28207        24966.258        25554.788       -2.268e-01
28208        24969.352        25558.096       -4.813e-02
28209        24969.585        25558.346       -7.014e-02
28210        24968.230        25556.896       -1.188e-02
28211        24967.740        25556.373       -3.213e-02
28212        24970.378        25559.193       -1.820e-01
28213        24969.693        25558.461       -8.196e-02
28214        24967.851        25556.491       -2.561e-02
28215        24967.778        25556.413       -2.979e-02
28216        24969.807        25558.583       -9.570e-02
28217        24969.446        25558.197       -5.640e-02
28218        24968.369        25557.046       -1.012e-02
28219        24968.090        25556.747       -1.542e-02
28220        24970.157        25558.957       -1.450e-01
28221        24968.992        25557.711       -2.399e-02
28222        24968.559        25557.248       -1.059e-02
28223        24966.494        25555.040       -1.825e-01
28224        24970.157        25558.957       -1.450e-01
28225        24970.507        25559.332       -2.057e-01
28226        24968.703        25557.402       -1.313e-02
28227        24965.293        25553.756       -4.616e-01
28228        24970.041        25558.833       -1.274e-01
28229        24969.348        25558.092       -4.785e-02
28230        24968.790        25557.496       -1.561e-02
28231        24966.200        25554.727       -2.385e-01
