detailed model output for Uranus's 1-bar reference geoid, assuming rigid rotation with period 17.25 h.
see uranus_model_symmetric_wind.txt for the corresponding shape model including the effect of the latitudinally varying atmospheric rotation.
that model used the symmetric wind profile from Sromovsky et al. (2015, Icarus 258) Equation (2) and this reference geoid satisfies the same r_pol.
mu=sin(phi), phi [radians], and lat_deg [degrees] refer to planetocentric latitude; lat_pg_deg gives planetographic latitude in degrees.
              mu          phi_rad          lat_deg       lat_pg_deg          psi_rad    omega_rad_s-1             r_km 
        -0.63878          0.69291         39.70057         40.82668          0.01965          0.00010        25260.355
        -0.63673          0.69026         39.54876         40.67392          0.01964          0.00010        25261.670
        -0.63469          0.68761         39.39728         40.52147          0.01962          0.00010        25262.981
        -0.63265          0.68497         39.24613         40.36931          0.01960          0.00010        25264.288
        -0.63061          0.68234         39.09531         40.21744          0.01958          0.00010        25265.592
        -0.62857          0.67972         38.94480         40.06587          0.01957          0.00010        25266.891
        -0.62653          0.67709         38.79462         39.91459          0.01955          0.00010        25268.187
        -0.62449          0.67448         38.64475         39.76360          0.01953          0.00010        25269.478
        -0.62245          0.67187         38.49519         39.61289          0.01951          0.00010        25270.766
        -0.62041          0.66926         38.34595         39.46246          0.01949          0.00010        25272.049
        -0.61837          0.66666         38.19701         39.31231          0.01947          0.00010        25273.329
        -0.61633          0.66407         38.04837         39.16243          0.01944          0.00010        25274.605
        -0.61429          0.66148         37.90004         39.01283          0.01942          0.00010        25275.876
        -0.61224          0.65890         37.75200         38.86350          0.01940          0.00010        25277.144
        -0.61020          0.65632         37.60426         38.71443          0.01938          0.00010        25278.408
        -0.60816          0.65374         37.45681         38.56564          0.01935          0.00010        25279.668
        -0.60612          0.65118         37.30966         38.41710          0.01933          0.00010        25280.924
        -0.60408          0.64861         37.16279         38.26883          0.01930          0.00010        25282.176
        -0.60204          0.64605         37.01620         38.12081          0.01928          0.00010        25283.424
        -0.60000          0.64350         36.86990         37.97305          0.01925          0.00010        25284.668
        -0.59796          0.64095         36.72387         37.82554          0.01923          0.00010        25285.908
        -0.59592          0.63841         36.57813         37.67828          0.01920          0.00010        25287.144
        -0.59388          0.63587         36.43266         37.53127          0.01917          0.00010        25288.376
        -0.59184          0.63334         36.28746         37.38451          0.01915          0.00010        25289.604
        -0.58980          0.63081         36.14253         37.23799          0.01912          0.00010        25290.828
        -0.58776          0.62828         35.99786         37.09171          0.01909          0.00010        25292.049
        -0.58571          0.62576         35.85347         36.94567          0.01906          0.00010        25293.265
        -0.58367          0.62325         35.70933         36.79987          0.01903          0.00010        25294.477
        -0.58163          0.62073         35.56546         36.65431          0.01900          0.00010        25295.685
        -0.57959          0.61823         35.42184         36.50897          0.01897          0.00010        25296.889
        -0.57755          0.61573         35.27848         36.36387          0.01894          0.00010        25298.089
        -0.57551          0.61323         35.13537         36.21899          0.01891          0.00010        25299.286
        -0.57347          0.61073         34.99251         36.07434          0.01888          0.00010        25300.478
        -0.57143          0.60825         34.84990         35.92992          0.01885          0.00010        25301.666
        -0.56939          0.60576         34.70754         35.78572          0.01882          0.00010        25302.850
        -0.56735          0.60328         34.56543         35.64174          0.01879          0.00010        25304.030
        -0.56531          0.60080         34.42355         35.49797          0.01875          0.00010        25305.207
        -0.56327          0.59833         34.28192         35.35443          0.01872          0.00010        25306.379
        -0.56122          0.59586         34.14052         35.21109          0.01869          0.00010        25307.547
        -0.55918          0.59340         33.99936         35.06797          0.01865          0.00010        25308.711
        -0.55714          0.59094         33.85844         34.92507          0.01862          0.00010        25309.871
        -0.55510          0.58849         33.71774         34.78236          0.01858          0.00010        25311.027
        -0.55306          0.58603         33.57728         34.63987          0.01855          0.00010        25312.179
        -0.55102          0.58359         33.43705         34.49758          0.01851          0.00010        25313.327
        -0.54898          0.58114         33.29704         34.35550          0.01847          0.00010        25314.471
        -0.54694          0.57870         33.15725         34.21362          0.01844          0.00010        25315.611
        -0.54490          0.57627         33.01769         34.07193          0.01840          0.00010        25316.747
        -0.54286          0.57384         32.87835         33.93045          0.01836          0.00010        25317.879
        -0.54082          0.57141         32.73923         33.78916          0.01832          0.00010        25319.007
        -0.53878          0.56898         32.60032         33.64806          0.01829          0.00010        25320.131
        -0.53673          0.56656         32.46163         33.50716          0.01825          0.00010        25321.250
        -0.53469          0.56415         32.32315         33.36645          0.01821          0.00010        25322.366
        -0.53265          0.56173         32.18489         33.22593          0.01817          0.00010        25323.478
