detailed model output for Neptune's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
this model assumes the symmetric K-BAND 2014 wind profile from Tollefson et al. (2018, Icarus 311) Table 1.
mu=sin(phi), phi [radians], and lat_deg [degrees] refer to planetocentric latitude; lat_pg_deg gives planetographic latitude in degrees.
              mu          phi_rad          lat_deg       lat_pg_deg          psi_rad    omega_rad_s-1             r_km 
        -0.62245          0.67187         38.49519         39.43280          0.01636          0.00010        24610.771
        -0.62041          0.66926         38.34595         39.28151          0.01633          0.00010        24611.819
        -0.61837          0.66666         38.19701         39.13052          0.01629          0.00010        24612.863
        -0.61633          0.66407         38.04837         38.97981          0.01626          0.00010        24613.902
        -0.61429          0.66148         37.90004         38.82940          0.01622          0.00010        24614.937
        -0.61224          0.65890         37.75200         38.67926          0.01618          0.00010        24615.967
        -0.61020          0.65632         37.60426         38.52941          0.01615          0.00010        24616.993
        -0.60816          0.65374         37.45681         38.37983          0.01611          0.00010        24618.015
        -0.60612          0.65118         37.30966         38.23053          0.01607          0.00010        24619.033
        -0.60408          0.64861         37.16279         38.08151          0.01603          0.00010        24620.046
        -0.60204          0.64605         37.01620         37.93275          0.01600          0.00010        24621.055
        -0.60000          0.64350         36.86990         37.78427          0.01596          0.00010        24622.060
        -0.59796          0.64095         36.72387         37.63605          0.01592          0.00010        24623.060
        -0.59592          0.63841         36.57813         37.48809          0.01588          0.00010        24624.056
        -0.59388          0.63587         36.43266         37.34040          0.01584          0.00010        24625.048
        -0.59184          0.63334         36.28746         37.19296          0.01580          0.00010        24626.035
        -0.58980          0.63081         36.14253         37.04578          0.01576          0.00010        24627.019
        -0.58776          0.62828         35.99786         36.89886          0.01573          0.00010        24627.998
        -0.58571          0.62576         35.85347         36.75219          0.01569          0.00010        24628.973
        -0.58367          0.62325         35.70933         36.60576          0.01565          0.00010        24629.943
        -0.58163          0.62073         35.56546         36.45959          0.01561          0.00010        24630.910
        -0.57959          0.61823         35.42184         36.31366          0.01557          0.00010        24631.872
        -0.57755          0.61573         35.27848         36.16798          0.01552          0.00010        24632.830
        -0.57551          0.61323         35.13537         36.02253          0.01548          0.00010        24633.784
        -0.57347          0.61073         34.99251         35.87733          0.01544          0.00010        24634.734
        -0.57143          0.60825         34.84990         35.73236          0.01540          0.00010        24635.680
        -0.56939          0.60576         34.70754         35.58763          0.01536          0.00010        24636.622
        -0.56735          0.60328         34.56543         35.44313          0.01532          0.00010        24637.559
        -0.56531          0.60080         34.42355         35.29886          0.01528          0.00010        24638.492
        -0.56327          0.59833         34.28192         35.15482          0.01524          0.00010        24639.422
        -0.56122          0.59586         34.14052         35.01101          0.01519          0.00010        24640.347
        -0.55918          0.59340         33.99936         34.86742          0.01515          0.00010        24641.268
        -0.55714          0.59094         33.85844         34.72406          0.01511          0.00010        24642.185
        -0.55510          0.58849         33.71774         34.58091          0.01507          0.00010        24643.098
        -0.55306          0.58603         33.57728         34.43799          0.01502          0.00010        24644.007
        -0.55102          0.58359         33.43705         34.29529          0.01498          0.00010        24644.912
        -0.54898          0.58114         33.29704         34.15280          0.01494          0.00010        24645.813
        -0.54694          0.57870         33.15725         34.01052          0.01489          0.00010        24646.710
        -0.54490          0.57627         33.01769         33.86846          0.01485          0.00010        24647.602
        -0.54286          0.57384         32.87835         33.72660          0.01480          0.00010        24648.491
        -0.54082          0.57141         32.73923         33.58496          0.01476          0.00010        24649.376
        -0.53878          0.56898         32.60032         33.44352          0.01472          0.00010        24650.257
        -0.53673          0.56656         32.46163         33.30229          0.01467          0.00010        24651.134
        -0.53469          0.56415         32.32315         33.16126          0.01463          0.00010        24652.007
        -0.53265          0.56173         32.18489         33.02043          0.01458          0.00010        24652.876
        -0.53061          0.55932         32.04683         32.87981          0.01454          0.00010        24653.741
        -0.52857          0.55692         31.90898         32.73938          0.01449          0.00010        24654.602
        -0.52653          0.55451         31.77134         32.59915          0.01445          0.00010        24655.459
        -0.52449          0.55212         31.63390         32.45911          0.01440          0.00010        24656.312
        -0.52245          0.54972         31.49667         32.31927          0.01436          0.00010        24657.161
        -0.52041          0.54733         31.35963         32.17962          0.01431          0.00010        24658.007
        -0.51837          0.54494         31.22280         32.04016          0.01427          0.00010        24658.848
        -0.51633          0.54256         31.08616         31.90088          0.01422          0.00010        24659.686
        -0.51429          0.54017         30.94972         31.76180          0.01417          0.00010        24660.520
        -0.51224          0.53780         30.81348         31.62290          0.01413          0.00010        24661.350
        -0.51020          0.53542         30.67742         31.48419          0.01408          0.00010        24662.176
        -0.50816          0.53305         30.54156         31.34566          0.01403          0.00010        24662.998
        -0.50612          0.53068         30.40589         31.20730          0.01399          0.00010        24663.816
        -0.50408          0.52832         30.27041         31.06913          0.01394          0.00010        24664.630
        -0.50204          0.52596         30.13511         30.93114          0.01389          0.00010        24665.441
        -0.50000          0.52360         30.00000         30.79333          0.01385          0.00010        24666.248
        -0.49796          0.52124         29.86507         30.65569          0.01380          0.00010        24667.051
        -0.49592          0.51889         29.73033         30.51822          0.01375          0.00010        24667.850
        -0.49388          0.51654         29.59576         30.38093          0.01370          0.00010        24668.645
        -0.49184          0.51420         29.46138         30.24381          0.01366          0.00010        24669.437
        -0.48980          0.51186         29.32717         30.10685          0.01361          0.00010        24670.225
        -0.48776          0.50952         29.19314         29.97007          0.01356          0.00010        24671.009
        -0.48571          0.50718         29.05928         29.83346          0.01351          0.00010        24671.789
        -0.48367          0.50485         28.92560         29.69701          0.01346          0.00010        24672.565
        -0.48163          0.50252         28.79209         29.56072          0.01342          0.00010        24673.338
        -0.47959          0.50019         28.65875         29.42460          0.01337          0.00010        24674.107
        -0.47755          0.49787         28.52558         29.28864          0.01332          0.00010        24674.872
        -0.47551          0.49554         28.39257         29.15284          0.01327          0.00010        24675.634
        -0.47347          0.49323         28.25974         29.01720          0.01322          0.00010        24676.392
        -0.47143          0.49091         28.12707         28.88171          0.01317          0.00010        24677.146
        -0.46939          0.48860         27.99456         28.74639          0.01312          0.00010        24677.896
        -0.46735          0.48629         27.86222         28.61122          0.01307          0.00010        24678.643
        -0.46531          0.48398         27.73004         28.47620          0.01302          0.00010        24679.385
        -0.46327          0.48168         27.59801         28.34134          0.01297          0.00010        24680.125
        -0.46122          0.47937         27.46615         28.20663          0.01292          0.00010        24680.860
        -0.45918          0.47708         27.33444         28.07207          0.01287          0.00010        24681.592
        -0.45714          0.47478         27.20289         27.93766          0.01282          0.00010        24682.320
        -0.45510          0.47249         27.07150         27.80340          0.01277          0.00010        24683.045
        -0.45306          0.47020         26.94026         27.66928          0.01272          0.00010        24683.766
        -0.45102          0.46791         26.80917         27.53531          0.01267          0.00010        24684.483
        -0.44898          0.46562         26.67823         27.40149          0.01262          0.00010        24685.196
        -0.44694          0.46334         26.54745         27.26781          0.01257          0.00010        24685.906
        -0.44490          0.46106         26.41681         27.13427          0.01252          0.00010        24686.613
        -0.44286          0.45878         26.28632         27.00087          0.01247          0.00010        24687.315
        -0.44082          0.45651         26.15598         26.86762          0.01242          0.00010        24688.014
        -0.43878          0.45424         26.02578         26.73450          0.01237          0.00010        24688.710
        -0.43673          0.45197         25.89573         26.60152          0.01232          0.00010        24689.401
        -0.43469          0.44970         25.76582         26.46868          0.01227          0.00010        24690.090
        -0.43265          0.44743         25.63605         26.33597          0.01222          0.00010        24690.774
        -0.43061          0.44517         25.50642         26.20340          0.01216          0.00010        24691.455
        -0.42857          0.44291         25.37693         26.07097          0.01211          0.00010        24692.133
        -0.42653          0.44065         25.24758         25.93866          0.01206          0.00010        24692.807
        -0.42449          0.43840         25.11837         25.80649          0.01201          0.00010        24693.477
        -0.42245          0.43615         24.98930         25.67445          0.01196          0.00010        24694.144
        -0.42041          0.43390         24.86036         25.54253          0.01191          0.00010        24694.807
        -0.41837          0.43165         24.73155         25.41075          0.01185          0.00010        24695.466
        -0.41633          0.42940         24.60288         25.27909          0.01180          0.00010        24696.122
